USER_ID,TEST_AGE,CERT_GROUP,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F018,AGE_GROUP,BMI_GROUP,G_ID,Recommend_pre_ex,Recommend_main_ex,Recommend_finish_ex,Additional_pre_ex,Additional_main_ex,Additional_finish_ex
77,29,하,M,172.7,78.3,26.3,20대,1단계비만,92,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  줄넘기, 달리기,  스텝퍼 뛰어서 오르내리기","달리기,  계단 뛰기,  걷기,  줄넘기"
78,51,하,M,172.9,78.1,26.1,50대,1단계비만,200,유산소 운동 전 동적 루틴 스트레칭, 엎드려 버티기,전신 루틴 스트레칭,없음,"윗몸올리기 ,  네발기기 자세로 팔 다리 들기, 달리기, 앉았다 일어서기"," 뒤꿈치 들기,  앉아서 다리 펴기,  서서 상체 일으키기, 윗몸올리기 "
79,63,하,F,157.0,70.8,28.7,60대,1단계비만,239,걷기, 엉덩이 스트레칭,자전거타기,없음," 등/어깨 뒤쪽 스트레칭,  대퇴사두근 스트레칭, 엉덩이 스트레칭,  자전거타기"," 자전거타기, 엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭,  대퇴사두근 스트레칭"
80,23,하,F,162.3,54.74,20.8,20대,정상체중,83,걷기,달리기,전신 루틴 스트레칭,없음," 수영,  엎드려 버티기,  무릎 높여 제자리 달리기,  걷기"," 무릎 높여 제자리 달리기,  사다리 옆으로 발 옮기기,  달리기,  계단 뛰기"
81,24,하,M,169.8,65.4,22.7,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  스텝퍼 옆으로 뛰어넘기,  엎드려 버티기,  계단 올라갔다 내려오기"," 계단 뛰기,  걷기,  엎드려 버티기,  스텝퍼 옆으로 뛰어넘기"
82,58,하,M,170.0,79.56,27.5,50대,1단계비만,200,유산소 운동 전 동적 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭,없음,"달리기,  앉아서 당겨 내리기,  계단 뛰기,  윗몸올리기 ","윗몸올리기 ,  앉아서 다리 모으기,  뒤로 팔굽혀펴기,  자전거타기"
83,40,하,M,161.3,66.84,25.7,40대,1단계비만,164,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 줄넘기, 달리기,  걷기,  수영","달리기,  줄넘기,  스텝퍼 옆으로 뛰어넘기,  계단 뛰기"
84,21,하,M,176.1,65.6,21.2,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 스텝퍼 옆으로 뛰어넘기,  계단 올라갔다 내려오기,  엎드려 버티기,  무릎 높여 제자리 달리기"," 엎드려 버티기,  걷기,  계단 올라갔다 내려오기,  스텝퍼 옆으로 뛰어넘기"
85,29,하,M,173.4,64.82,21.6,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 스텝퍼 옆으로 뛰어넘기,  무릎 높여 제자리 달리기,  계단 뛰기,  걷기"," 스텝퍼 옆으로 뛰어넘기,  무릎 높여 제자리 달리기,  계단 뛰기,  걷기"
86,29,하,M,175.1,86.16,28.1,20대,1단계비만,92,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  계단 올라갔다 내려오기,  스텝퍼 뛰어서 오르내리기,  걷기"," 계단 올라갔다 내려오기,  계단 뛰기,  줄넘기,  무릎 높여 제자리 달리기"
87,68,중,F,155.4,59.04,24.4,60대,비만전단계,232, 등/어깨 뒤쪽 스트레칭, 벽에서 팔굽혀 펴기, 엉덩이 스트레칭," 목 스트레칭,  깍지 끼고 상체 숙이기,  배 스트레칭,  골반 스트레칭","달리기,  덤벨 잡고 뒤꿈치 들기,  목 스트레칭,  엎드려 양팔 및 다리 들어올리기"," 목봉잡고 앉았다 일어나기,  엎드려 양팔 및 다리 들어올리기, 달리기,  몸통 들어올리기"
88,20,하,F,157.3,89.4,36.1,20대,3단계비만,107,유산소 운동 전 동적 루틴 스트레칭, 팔벌려뛰기,전신 루틴 스트레칭,없음," 한발 앞으로 내밀고 앉았다 일어서기,  넙다리 스트레칭,  걷기,  달리기"," 누워서 엉덩이 들어올리기,  네발기기 자세로 팔 다리 들기,  네발기기 자세에서 손바닥으로 바닥밀기,  소파를 이용한 윗몸올리기"
89,25,하,M,182.0,87.9,26.5,20대,1단계비만,92,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 스텝퍼 뛰어서 오르내리기,  줄넘기,  계단 올라갔다 내려오기, 달리기"," 스텝퍼 뛰어서 오르내리기,  걷기,  계단 올라갔다 내려오기,  계단 뛰기"
90,88,하,F,150.0,49.9,22.2,70대 이상,정상체중,263,전신 루틴 스트레칭, 의자 앞에서 앉았다 일어서기,전신 루틴 스트레칭,없음," 엎드려 버티기,  몸통 들어올리기,  누워서 엉덩이 들어올리기,  누워서 다리 들어올리기"," 아쿠아로빅,  물속에서 걷기,  서서 상체 일으키기,  수영"
91,21,하,M,174.0,70.3,23.2,20대,비만전단계,86,걷기,달리기,전신 루틴 스트레칭,없음," 줄넘기,  버피운동,  계단 올라갔다 내려오기,  계단 뛰기"," 계단 뛰기,  버피운동,  걷기,  계단 올라갔다 내려오기"
92,72,중,M,164.4,73.78,27.3,70대 이상,1단계비만,271,전신 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭,없음," 한발 앞으로 내밀고 앉았다 일어서기,  팔굽혀펴기,  밴드 머리 뒤로 들어올리기,  윗몸올리기 "," 자전거타기,  물통으로 양팔 들어올리기,  앉아서 다리 밀기 ,  윗몸올리기 "
93,61,하,M,182.1,73.68,22.2,60대,정상체중,224,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 뒤로 팔굽혀펴기,  수영,  밴드 걸고 누워서 다리 들어올리기,  옆으로 누워 버티기"," 옆으로 누워 버티기,  네발기기 자세로 팔 다리 들기,  걷기,  누워서 엉덩이 들어올리기"
94,40,하,M,166.1,66.1,24.0,40대,비만전단계,158,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  줄넘기,  수영,  달리기"," 줄넘기,  수영,  무릎 높여 제자리 달리기,  계단 뛰기"
95,37,하,F,162.3,59.02,22.4,30대,정상체중,119,유산소 운동 전 동적 루틴 스트레칭, 걷기,전신 루틴 스트레칭,없음," 앉아서 다리 펴기,  엎드려 버티기,  앉았다 일어서기,  누워서 엉덩이 들어올리기"," 엎드려서 팔 다리 들기,  앉아서 뒤로 당기기,  누워서 엉덩이 들어올리기,  앉아서 다리 모으기"
96,34,하,M,163.4,74.88,28.0,30대,1단계비만,128,걷기,달리기,전신 루틴 스트레칭,없음," 옆으로 펀치하기,  뛰어 내렸다가 바로 점프하기,  무릎 높여 제자리 달리기,  걷기"," 뛰어 내렸다가 바로 점프하기,  계단 뛰기,  옆으로 펀치하기,  달리기"
97,26,하,F,164.8,74.76,27.5,20대,1단계비만,95,유산소 운동 전 동적 루틴 스트레칭, 엎드려 버티기,전신 루틴 스트레칭,없음," 윗몸올리기 ,  걷기,  한발 앞으로 내밀고 앉았다 일어서기,  자전거타기"," 앉아서 위로 밀기,  달리기,  앉아서 모으기,  걷기"
98,20,하,M,176.5,78.6,25.2,20대,1단계비만,92,걷기,달리기,전신 루틴 스트레칭,없음," 스텝퍼 뛰어서 오르내리기,  계단 뛰기,  줄넘기,  걷기"," 무릎 높여 제자리 달리기,  스텝퍼 뛰어서 오르내리기,  걷기,  줄넘기"
99,20,하,M,173.1,81.8,27.3,20대,1단계비만,92,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  계단 올라갔다 내려오기,  걷기,  줄넘기"," 계단 뛰기,  무릎 높여 제자리 달리기,  걷기,  줄넘기"
100,53,하,F,155.0,59.0,24.6,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 사다리 옆으로 발 옮기기,  걷기,  계단 뛰기,  줄넘기"," 사다리 옆으로 발 옮기기,  줄넘기,  무릎 높여 제자리 달리기,  계단 뛰기"
101,20,하,F,160.1,48.0,18.7,20대,정상체중,83,걷기,달리기,전신 루틴 스트레칭,없음," 무릎 높여 제자리 달리기,  걷기,  사다리 옆으로 발 옮기기,  엎드려 버티기"," 사다리 옆으로 발 옮기기,  달리기,  엎드려 버티기,  무릎 높여 제자리 달리기"
102,55,상,F,153.8,51.6,21.8,50대,정상체중,189,유산소 운동 전 동적 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음,"달리기,  뒤꿈치 들기,  바벨 끌어당기기,  물병 옆으로 들어올리기"," 바벨 끌어당기기,  바벨 들어 팔꿈치 굽히기,  팔꿈치 굽히기,  앉아서 다리 펴기"
103,31,하,F,157.6,71.3,28.7,30대,1단계비만,131,상지 루틴 스트레칭,빠르게 걷기,전신 루틴 스트레칭," 전신 루틴 스트레칭, 하지 루틴 스트레칭,  유산소 운동 전 동적 루틴 스트레칭,  하지 루틴 스트레칭"," 전신 루틴 스트레칭,  자전거타기,  누워서 엉덩이 들어올리기,  계단 올라갔다 내려오기"," 엎드려 버티기,  줄넘기,  유산소 운동 전 동적 루틴 스트레칭,  계단 올라갔다 내려오기"
104,24,하,F,157.6,46.72,18.8,20대,정상체중,83,걷기,달리기,전신 루틴 스트레칭,없음," 달리기,  엎드려 버티기,  계단 뛰기,  무릎 높여 제자리 달리기"," 달리기,  사다리 옆으로 발 옮기기,  계단 뛰기,  무릎 높여 제자리 달리기"
105,76,하,M,157.5,60.62,24.4,70대 이상,비만전단계,266,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭,없음," 뒤로 팔굽혀펴기,  서서 상체 일으키기,  의자 앞에서 앉았다 일어서기,  짐볼에서 몸통 돌리기"," 밴드 머리 뒤로 들어올리기,  팔굽혀펴기,  서서 뒤꿈치 들기,  스텝박스"
106,67,하,F,149.8,45.1,20.1,60대,정상체중,227,걷기, 엉덩이 스트레칭,자전거타기,없음," 골반 스트레칭,  회전근개 스트레칭, 엉덩이 스트레칭,  목 스트레칭"," 골반 스트레칭,  회전근개 스트레칭,  목 스트레칭, 엉덩이 스트레칭"
107,19,하,M,171.2,68.8,23.5,10대,비만전단계,50,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  엎드려 버티기,  계단 올라갔다 내려오기,  앉았다 일어서기"," 엎드려 버티기, 달리기,  앉았다 일어서기,  수영"
108,19,하,M,177.6,64.8,20.5,10대,정상체중,44,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 앉았다 일어서면서 점프하기,  계단 뛰기, 달리기,  줄넘기"," 계단 뛰기, 달리기,  계단 올라갔다 내려오기,  걷기"
109,19,하,M,167.1,54.8,19.6,10대,정상체중,44,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  계단 뛰기,  줄넘기,  계단 올라갔다 내려오기"," 앉았다 일어서면서 점프하기,  계단 뛰기,  걷기, 달리기"
110,30,하,M,177.5,86.88,27.6,30대,1단계비만,128,걷기,달리기,전신 루틴 스트레칭,없음," 줄넘기,  달리기,  뛰어 내렸다가 바로 점프하기,  계단 뛰기"," 옆으로 펀치하기,  계단 뛰기,  줄넘기,  달리기"
111,59,하,M,181.5,71.8,21.8,50대,정상체중,188,유산소 운동 전 동적 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭,없음," 앉아서 다리 펴기,  뒤로 팔굽혀펴기, 윗몸올리기 ,  앉아서 밀기"," 몸통 들어올리기,  달리기,  앉아서 당겨 내리기,  앉아서 다리 밀기"
112,47,하,F,157.9,75.8,30.4,40대,2단계비만,173,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  누워서 엉덩이 들어올리기,  계단 올라갔다 내려오기,  사다리 안팎 뛰기"," 줄넘기,  무릎 높여 제자리 달리기,  계단 올라갔다 내려오기,  누워서 엉덩이 들어올리기"
113,54,하,F,156.8,59.7,24.3,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 사다리 옆으로 발 옮기기,  달리기,  무릎 높여 제자리 달리기,  걷기"," 달리기,  계단 뛰기,  무릎 높여 제자리 달리기,  줄넘기"
114,30,하,M,183.0,84.04,25.1,30대,1단계비만,128,걷기,달리기,전신 루틴 스트레칭,없음," 뛰어 내렸다가 바로 점프하기,  계단 뛰기,  무릎 높여 제자리 달리기,  걷기"," 걷기,  계단 뛰기,  달리기,  줄넘기"
115,55,하,F,154.6,78.06,32.7,50대,2단계비만,209,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  걷기,  수영,  계단 뛰기","달리기,  수영,  계단 올라갔다 내려오기,  달리기"
116,35,하,F,165.2,78.3,28.7,30대,1단계비만,131,상지 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭," 유산소 운동 전 동적 루틴 스트레칭,  하지 루틴 스트레칭,  전신 루틴 스트레칭, 하지 루틴 스트레칭"," 엎드려 버티기, 자전거타기,  하지 루틴 스트레칭,  계단 올라갔다 내려오기"," 전신 루틴 스트레칭,  달리기,  누워서 엉덩이 들어올리기,  줄넘기"
117,55,하,F,154.7,55.58,23.2,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 달리기,  무릎 높여 제자리 달리기,  걷기,  줄넘기"," 계단 뛰기,  사다리 옆으로 발 옮기기,  무릎 높여 제자리 달리기,  걷기"
118,60,하,F,161.0,66.36,25.6,60대,1단계비만,239,걷기,엉덩이 스트레칭,자전거타기,없음," 자전거타기,  엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭,  대퇴사두근 스트레칭"," 자전거타기,  등/어깨 뒤쪽 스트레칭,  대퇴사두근 스트레칭,  엉덩이 스트레칭"
119,41,하,M,166.2,71.58,25.9,40대,1단계비만,164,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 수영,  걷기,  사다리 안팎 뛰기,  계단 뛰기"," 계단 뛰기,  스텝퍼 옆으로 뛰어넘기,  줄넘기,  사다리 안팎 뛰기"
120,67,하,M,180.0,78.84,24.3,60대,비만전단계,230,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  줄넘기,  수영,  무릎 높여 제자리 달리기"," 무릎 높여 제자리 달리기,  걷기,  수영,  줄넘기"
121,19,하,M,169.8,72.38,25.1,10대,1단계비만,56,유산소 운동 전 동적 루틴 스트레칭, 앉아서 당겨 내리기,전신 루틴 스트레칭,없음," 엎드려 버티기,  수영,  몸통 들어올리기,  앉아서 위로 밀기","달리기,  달리기,  걷기,  윗몸올리기 "
122,22,하,M,178.0,73.52,23.2,20대,비만전단계,86,걷기,달리기,전신 루틴 스트레칭,없음," 줄넘기,  계단 올라갔다 내려오기,  걷기,  계단 뛰기"," 줄넘기,  버피운동,  계단 뛰기,  무릎 높여 제자리 달리기"
123,48,하,M,175.9,74.32,24.0,40대,비만전단계,158,걷기,달리기,전신 루틴 스트레칭,없음," 달리기,  줄넘기,  수영,  무릎 높여 제자리 달리기"," 달리기,  무릎 높여 제자리 달리기,  수영,  계단 뛰기"
124,22,하,M,179.4,77.68,24.1,20대,비만전단계,86,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  계단 뛰기,  걷기,  계단 올라갔다 내려오기"," 줄넘기,  버피운동,  계단 올라갔다 내려오기, 달리기"
125,22,하,M,178.8,64.54,20.2,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 엎드려 버티기,  스텝퍼 옆으로 뛰어넘기,  계단 뛰기,  걷기"," 계단 뛰기,  스텝퍼 옆으로 뛰어넘기,  엎드려 버티기,  계단 올라갔다 내려오기"
126,24,하,M,186.1,75.32,21.7,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  스텝퍼 옆으로 뛰어넘기,  걷기,  무릎 높여 제자리 달리기"," 계단 뛰기,  스텝퍼 옆으로 뛰어넘기,  엎드려 버티기,  계단 올라갔다 내려오기"
127,22,하,M,173.0,61.36,20.5,20대,정상체중,80,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기, 달리기,  걷기,  계단 뛰기"," 걷기,  계단 뛰기,  엎드려 버티기,  스텝퍼 옆으로 뛰어넘기"
128,24,하,M,168.1,63.76,22.6,20대,정상체중,80,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  엎드려 버티기,  스텝퍼 옆으로 뛰어넘기, 달리기"," 스텝퍼 옆으로 뛰어넘기,  계단 뛰기,  계단 올라갔다 내려오기,  엎드려 버티기"
129,43,하,M,174.4,71.36,23.5,40대,비만전단계,158,걷기,달리기,전신 루틴 스트레칭,없음," 무릎 높여 제자리 달리기,  수영,  줄넘기,  계단 뛰기"," 무릎 높여 제자리 달리기,  달리기,  수영,  줄넘기"
130,26,하,F,164.6,60.12,22.2,20대,정상체중,83,걷기,달리기,전신 루틴 스트레칭,없음," 사다리 옆으로 발 옮기기,  무릎 높여 제자리 달리기,  계단 뛰기,  달리기"," 달리기,  수영,  걷기,  엎드려 버티기"
131,13,하,F,164.5,58.2,21.5,10대,정상체중,47,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 수영,  버피운동,  앉았다 일어서면서 점프하기,  계단 올라갔다 내려오기"," 앉았다 일어서면서 점프하기, 달리기,  계단 올라갔다 내려오기,  버피운동"
132,14,하,M,179.5,54.1,16.8,10대,저체중,38, 동적 스트레칭 루틴프로그램, 앉았다 일어서기, 엉덩이 스트레칭,"걷기,  상지 루틴 스트레칭,  하지 루틴 스트레칭,  전신 루틴 스트레칭"," 누워서 밀기,  버피운동,  요통을 위한 스트레칭,  윗몸올리기 "," 팔굽혀 펴기,  유산소 운동 전 동적 루틴 스트레칭,  몸통 들어올리기,  바벨들어올리기"
133,80,하,F,153.0,59.7,25.5,70대 이상,1단계비만,275,전신 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭,없음," 엎드려 양팔 및 다리 들어올리기,  몸통 들어올리기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  걷기"," 자전거타기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  서서 상체 일으키기,  물통으로 양팔 들어올리기"
134,59,하,F,154.8,57.34,23.9,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  사다리 옆으로 발 옮기기,  달리기,  계단 뛰기"," 사다리 옆으로 발 옮기기,  걷기,  무릎 높여 제자리 달리기,  줄넘기"
135,54,하,M,170.0,76.34,26.4,50대,1단계비만,200,유산소 운동 전 동적 루틴 스트레칭, 앉아서 다리 밀기,전신 루틴 스트레칭,없음," 엎드려 버티기,  네발기기 자세로 팔 다리 들기, 달리기,  자전거타기"," 계단 올라갔다 내려오기,  윗몸올리기 ,  네발기기 자세로 팔 다리 들기, 윗몸올리기 "
136,56,하,F,152.7,53.72,23.0,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  무릎 높여 제자리 달리기,  줄넘기,  달리기"," 사다리 옆으로 발 옮기기,  계단 뛰기,  걷기,  무릎 높여 제자리 달리기"
137,55,하,F,152.0,57.6,24.9,50대,비만전단계,197,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  달리기,  줄넘기,  계단 뛰기"," 걷기,  계단 뛰기,  달리기,  사다리 옆으로 발 옮기기"
138,61,중,F,152.8,49.0,21.0,60대,정상체중,226,전신 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 물통으로 양팔 들어올리기,  누워서 엉덩이 들어올리기,  몸통 들어올리기,  누워서 다리 들어올리기"," 계단 올라갔다 내려오기,  유산소 운동 전 동적 루틴 스트레칭,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  자전거타기"
139,23,하,M,179.0,79.0,24.7,20대,비만전단계,86,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  계단 뛰기,  줄넘기,  무릎 높여 제자리 달리기"," 계단 올라갔다 내려오기,  무릎 높여 제자리 달리기,  줄넘기,  걷기"
140,31,하,F,169.0,50.0,17.5,30대,저체중,113,유산소 운동 전 동적 루틴 스트레칭, 앉아서 밀기,전신 루틴 스트레칭,없음," 앉아서 밀기,  허리 굽혀 덤벨 뒤로 들기,  앉았다 일어서기,  자전거타기","윗몸올리기 ,  자전거타기,  앉아서 당겨 내리기,  엎드려 버티기"
141,64,하,F,147.5,56.3,25.9,60대,1단계비만,239,걷기, 엉덩이 스트레칭,자전거타기,없음," 대퇴사두근 스트레칭, 엉덩이 스트레칭,  자전거타기,  등/어깨 뒤쪽 스트레칭"," 등/어깨 뒤쪽 스트레칭,  자전거타기, 엉덩이 스트레칭,  대퇴사두근 스트레칭"
142,25,하,M,173.4,73.3,24.4,20대,비만전단계,86,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 걷기, 달리기,  줄넘기,  계단 뛰기","달리기,  계단 뛰기,  버피운동,  줄넘기"
143,36,하,F,158.1,55.1,22.0,30대,정상체중,119,유산소 운동 전 동적 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭,없음," 걷기,  누워서 다리 들어올리기,  앉아서 당겨 내리기,  앉아서 다리 밀기"," 자전거타기,  물병 옆으로 들어올리기,  걷기,  계단 올라갔다 내려오기"
144,20,하,M,175.0,70.7,23.1,20대,비만전단계,86,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  버피운동, 달리기,  걷기","달리기,  계단 뛰기,  계단 올라갔다 내려오기,  버피운동"
145,21,하,M,175.0,59.6,19.5,20대,정상체중,80,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 걷기,  스텝퍼 옆으로 뛰어넘기,  계단 뛰기,  계단 올라갔다 내려오기"," 계단 올라갔다 내려오기,  엎드려 버티기, 달리기,  계단 뛰기"
146,36,하,F,156.0,52.7,21.7,30대,정상체중,119,유산소 운동 전 동적 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음," 누워서 엉덩이 들어올리기,  윗몸올리기 ,  한발 앞으로 내밀고 앉았다 일어서기,  엎드려 버티기"," 옆으로 누워 버티기,  앉아서 모으기,  몸통 들어올리기,  앉아서 뒤로 당기기"
147,21,중,M,173.0,64.9,21.7,20대,정상체중,79,유산소 운동 전 동적 루틴 스트레칭, 앉아서 밀기,전신 루틴 스트레칭,없음,"윗몸올리기 ,  자전거타기,  네발기기 자세로 팔 다리 들기,  뒤꿈치 들기"," 계단 뛰기, 앉았다 일어서기,  서서 상체 일으키기,  엎드려서 팔 다리 들기"
148,20,하,M,178.0,71.6,22.6,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  엎드려 버티기,  무릎 높여 제자리 달리기,  스텝퍼 옆으로 뛰어넘기"," 엎드려 버티기,  무릎 높여 제자리 달리기,  스텝퍼 옆으로 뛰어넘기,  걷기"
149,71,하,F,153.5,62.62,26.6,70대 이상,1단계비만,275,전신 루틴 스트레칭, 벽에서 팔굽혀 펴기,전신 루틴 스트레칭,없음," 자전거타기,  수영,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기, 윗몸올리기 "," 물속에서 걷기,  의자에 앉아 등 굽혔다 펴기,  누워서 엉덩이 들어올리기,  의자 앞에서 앉았다 일어서기"
150,57,하,F,152.4,71.9,31.0,50대,2단계비만,209,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  계단 뛰기,  스텝퍼 뛰어서 오르내리기,  수영"," 계단 올라갔다 내려오기,  수영,  스텝퍼 뛰어서 오르내리기,  달리기"
151,61,중,F,141.4,44.42,22.2,60대,정상체중,226,전신 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 밴드 머리 뒤로 들어올리기,  의자 앞에서 앉았다 일어서기,  엎드려 양팔 및 다리 들어올리기,  서서 상체 일으키기"," 엎드려 버티기,  한발 앞으로 내밀고 앉았다 일어서기,  엎드려 양팔 및 다리 들어올리기,  뒤로 팔굽혀펴기"
152,29,상,M,178.0,72.1,22.8,20대,정상체중,78,유산소 운동 전 동적 루틴 스트레칭, 걷기,전신 루틴 스트레칭,없음,"앉아서 당겨 내리기,  자전거타기,  앉아서 뒤로 당기기, 앉아서 다리 밀기"," 윗몸올리기 , 달리기,  엎드려서 팔 다리 들기,  누워서 엉덩이 들어올리기"
