USER_ID,TEST_AGE,CERT_GROUP,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F018,AGE_GROUP,BMI_GROUP,G_ID,Recommend_pre_ex,Recommend_main_ex,Recommend_finish_ex,Additional_pre_ex,Additional_main_ex,Additional_finish_ex
153,36,하,M,182.8,94.4,28.3,30대,1단계비만,128,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  무릎 높여 제자리 달리기,  옆으로 펀치하기,  계단 뛰기"," 뛰어 내렸다가 바로 점프하기,  옆으로 펀치하기,  무릎 높여 제자리 달리기,  달리기"
154,68,하,F,151.0,52.1,22.8,60대,정상체중,227,걷기, 엉덩이 스트레칭,자전거타기,없음," 목 스트레칭, 엉덩이 스트레칭,  회전근개 스트레칭,  골반 스트레칭"," 목 스트레칭, 엉덩이 스트레칭,  골반 스트레칭,  회전근개 스트레칭"
155,39,하,M,170.2,87.0,30.0,30대,2단계비만,134,유산소 운동 전 동적 루틴 스트레칭, 앉아서 밀기,전신 루틴 스트레칭,없음," 옆으로 누워 버티기,  앉아서 다리 밀기,  줄넘기,  자전거타기","앉았다 일어서기,  줄넘기, 윗몸올리기 ,  누워서 다리 들어올리기"
156,74,중,M,170.0,62.0,21.5,70대 이상,정상체중,259,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭,없음," 누워서 다리 들어올리기,  걷기,  누워서 엉덩이 들어올리기,  의자에 앉아 등 굽혔다 펴기"," 서서 상체 일으키기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  밴드 걸고 앉아서 발등 굽힘,  밴드 머리 뒤로 들어올리기"
157,27,중,F,165.0,57.8,21.2,20대,정상체중,82,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 스텝퍼 뛰어서 오르내리기,  걷기,  줄넘기,  뛰어 내렸다가 바로 점프하기"," 스텝퍼 뛰어서 오르내리기,  걷기,  계단 뛰기, 달리기"
158,77,하,F,155.0,63.4,26.4,70대 이상,1단계비만,275,전신 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭,없음," 엎드려 양팔 및 다리 들어올리기,  수영,  스텝박스,  앉았다 일어서기"," 서서 상체 일으키기, 윗몸올리기 ,  옆으로 누워 버티기,  엎드려 양팔 및 다리 들어올리기"
159,68,중,M,165.4,63.83,23.3,60대,비만전단계,229,전신 루틴 스트레칭, 몸통 들어올리기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 앉아서 밀기,  물통으로 양팔 들어올리기,  팔굽혀펴기,  스텝박스"," 팔굽혀펴기,  걷기,  의자에 앉아 등 굽혔다 펴기,  목봉잡고 앉았다 일어나기"
160,21,하,F,160.0,52.8,20.6,20대,정상체중,83,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 달리기,  사다리 옆으로 발 옮기기,  계단 뛰기,  엎드려 버티기"," 사다리 옆으로 발 옮기기,  계단 뛰기, 달리기,  엎드려 버티기"
161,80,상,M,172.3,68.2,23.0,70대 이상,비만전단계,264,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭,없음," 걷기,  밴드 걸고 누워서 다리 들어올리기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  의자 앞에서 앉았다 일어서기"," 윗몸올리기 ,  의자에 앉아 등 굽혔다 펴기,  공 잡고 들어올리기,  벽에서 팔굽혀 펴기"
162,20,상,F,159.5,46.78,18.4,20대,저체중,75,유산소 운동 전 동적 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭, 자전거타기," 거꾸로 누워서 밀기,  바벨들어올리기,  엎드려 버티기,  줄넘기"," 거꾸로 누워서 밀기,  누워서 다리 들어올리기,  버피운동, 윗몸올리기 "
163,47,하,F,151.5,51.3,22.4,40대,정상체중,155,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  줄넘기,  계단 뛰기,  걷기","달리기,  사다리 안팎 뛰기,  사다리 옆으로 발 옮기기,  걷기"
164,70,하,F,159.7,59.5,23.3,70대 이상,비만전단계,269,전신 루틴 스트레칭, 엎드려 양팔 및 다리 들어올리기,전신 루틴 스트레칭,없음," 벽에서 팔굽혀 펴기,  누워서 배가로근 수축, 윗몸올리기 ,  엎드려 버티기"," 서서 상체 일으키기,  물통으로 양팔 들어올리기,  계단 올라갔다 내려오기,  수영"
165,37,하,F,156.1,69.42,28.5,30대,1단계비만,131, 하지 루틴 스트레칭, 계단 올라갔다 내려오기,전신 루틴 스트레칭," 유산소 운동 전 동적 루틴 스트레칭,  전신 루틴 스트레칭, 하지 루틴 스트레칭, 상지 루틴 스트레칭"," 달리기, 상지 루틴 스트레칭,  누워서 엉덩이 들어올리기,  유산소 운동 전 동적 루틴 스트레칭"," 자전거타기,  유산소 운동 전 동적 루틴 스트레칭, 하지 루틴 스트레칭,  하지 루틴 스트레칭"
166,61,하,F,157.2,47.8,19.3,60대,정상체중,227,걷기, 엉덩이 스트레칭,자전거타기,없음," 골반 스트레칭,  목 스트레칭, 엉덩이 스트레칭,  회전근개 스트레칭"," 회전근개 스트레칭,  목 스트레칭, 엉덩이 스트레칭,  골반 스트레칭"
167,45,하,M,172.9,90.2,30.2,40대,2단계비만,170,유산소 운동 전 동적 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭,없음," 달리기,  팔굽혀펴기,  몸통 들어올리기,  바벨 끌어당기기"," 앉아서 밀기,  바벨 끌어당기기,  앉아서 다리 펴기,  누워서 다리 들어올리기"
168,35,하,M,170.3,77.6,26.8,30대,1단계비만,128,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 걷기,  계단 뛰기,  달리기,  뛰어 내렸다가 바로 점프하기","달리기,  줄넘기,  달리기,  옆으로 펀치하기"
169,41,하,F,160.7,55.5,21.5,40대,정상체중,155,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 사다리 옆으로 발 옮기기,  사다리 안팎 뛰기, 달리기,  줄넘기"," 사다리 옆으로 발 옮기기,  줄넘기,  버피운동,  사다리 안팎 뛰기"
170,52,하,F,155.0,56.1,23.4,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 줄넘기,  무릎 높여 제자리 달리기,  사다리 옆으로 발 옮기기,  계단 뛰기"," 달리기,  무릎 높여 제자리 달리기,  걷기,  줄넘기"
171,66,중,F,156.5,54.6,22.3,60대,정상체중,226,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 엎드려 양팔 및 다리 들어올리기,  한발 앞으로 내밀고 앉았다 일어서기,  팔꿈치 굽히기,  자전거타기"," 물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  유산소 운동 전 동적 루틴 스트레칭,  앉았다 일어서기,  한발 앞으로 내밀고 앉았다 일어서기"
172,19,하,M,175.0,71.6,23.4,10대,비만전단계,50,걷기,달리기,전신 루틴 스트레칭,없음," 무릎 높여 제자리 달리기,  엎드려 버티기,  계단 올라갔다 내려오기,  계단 뛰기"," 무릎 높여 제자리 달리기,  수영,  계단 뛰기,  계단 올라갔다 내려오기"
173,57,하,F,164.0,68.0,25.3,50대,1단계비만,203,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  걷기,  계단 뛰기,  줄넘기"," 걷기,  줄넘기,  달리기,  계단 올라갔다 내려오기"
174,31,중,F,166.0,60.0,21.8,30대,정상체중,118,걷기,달리기,전신 루틴 스트레칭,없음," 수영,  달리기,  무릎 높여 제자리 달리기,  걷기"," 줄넘기,  달리기,  무릎 높여 제자리 달리기,  스텝퍼 오르내리기"
175,76,하,M,176.0,61.1,19.7,70대 이상,정상체중,260,전신 루틴 스트레칭,윗몸올리기 ,전신 루틴 스트레칭,없음," 밴드 걸고 누워서 다리 들어올리기,  물통으로 양팔 들어올리기,  엎드려 양팔 및 다리 들어올리기,  벽에서 팔굽혀 펴기"," 윗몸올리기 ,  의자 앞에서 앉았다 일어서기,  짐볼 이용해 앉았다 일어서기,  앉았다 일어서기"
176,74,하,F,150.0,59.3,26.4,70대 이상,1단계비만,275,전신 루틴 스트레칭, 의자에 앉아 등 굽혔다 펴기,전신 루틴 스트레칭,없음," 엎드려 뒤로 다리 올리기,  스텝박스,  물속에서 걷기,  옆으로 누워 버티기","윗몸올리기 ,  서서 상체 일으키기,  밴드 걸고 누워서 다리 들어올리기,  팔굽혀펴기"
177,52,상,M,168.7,50.32,17.7,50대,저체중,180,유산소 운동 전 동적 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음," 몸통 들어올리기,  서서 상체 일으키기,  걷기,  앉아서 당겨 내리기"," 앉아서 다리 펴기,  엎드려 버티기,  앉아서 다리 밀기,  걷기"
178,51,하,F,156.6,81.3,33.2,50대,2단계비만,209,걷기,달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  계단 뛰기,  무릎 높여 제자리 달리기,  수영"," 달리기,  계단 올라갔다 내려오기,  스텝퍼 뛰어서 오르내리기,  수영"
179,68,하,M,166.0,69.4,25.2,60대,1단계비만,236,걷기, 엉덩이 스트레칭,자전거타기,없음,"허리 스트레칭,  골반 스트레칭, 엉덩이 스트레칭,  회전근개 스트레칭","엉덩이 스트레칭,  회전근개 스트레칭, 허리 스트레칭,  골반 스트레칭"
180,21,상,F,156.0,50.0,20.5,20대,정상체중,81,유산소 운동 전 동적 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음," 누워서 밀기,  바벨들어올리기,  윗몸올리기 , 윗몸올리기 "," 누워서 다리 들어올리기, 앉아서 다리 밀기,  자전거타기,  엎드려 버티기"
181,23,중,M,163.0,61.0,23.0,20대,비만전단계,85,유산소 운동 전 동적 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭,없음," 앉아서 당겨 내리기,  누워서 다리 들어올리기, 달리기,  앉아서 다리 모으기"," 앉아서 당겨 내리기,  누워서 다리 들어올리기,  누워서 팔 다리 동시에 들어올리기,  앉아서 다리 벌리기"
182,23,하,M,176.0,75.4,24.3,20대,비만전단계,86,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  줄넘기,  버피운동,  계단 뛰기"," 계단 올라갔다 내려오기,  버피운동, 달리기,  걷기"
183,23,하,M,165.6,63.1,23.0,20대,비만전단계,86,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  줄넘기,  버피운동,  무릎 높여 제자리 달리기"," 계단 뛰기,  버피운동,  계단 올라갔다 내려오기,  무릎 높여 제자리 달리기"
184,66,중,F,150.7,52.8,23.2,60대,비만전단계,232,목 스트레칭, 물병 들고 한발 앞으로 내밀고 앉았다 일어서기,엉덩이 스트레칭," 상지 루틴 스트레칭,  회전근개 스트레칭,  배 스트레칭,  등/어깨 뒤쪽 스트레칭"," 짐볼에서 윗몸 일으키기,  등/어깨 뒤쪽 스트레칭,  옆구리 스트레칭,  엎드려 버티기"," 덤벨 잡고 뒤꿈치 들기,  상지 루틴 스트레칭,  몸통 들어올리기,  줄넘기"
185,54,중,F,151.1,48.2,21.1,50대,정상체중,190,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  버피운동,  줄넘기,  수영"," 사다리 안팎 뛰기,  수영,  버피운동,  줄넘기"
186,71,하,F,148.3,53.8,24.5,70대 이상,비만전단계,269,전신 루틴 스트레칭, 의자 앞에서 앉았다 일어서기,전신 루틴 스트레칭,없음," 걷기, 윗몸올리기 ,  밴드 머리 뒤로 들어올리기,  벽에서 팔굽혀 펴기"," 벽에서 팔굽혀 펴기,  서서 상체 일으키기,  물통으로 양팔 들어올리기,  윗몸올리기 "
187,39,하,F,167.1,66.1,23.7,30대,비만전단계,125,걷기,달리기,전신 루틴 스트레칭,없음," 줄넘기,  옆으로 누워 버티기,  수영,  걷기"," 앉았다 일어서기,  수영,  옆으로 누워 버티기,  줄넘기"
188,52,하,F,153.0,51.7,22.1,50대,정상체중,191,유산소 운동 전 동적 루틴 스트레칭, 앉아서 다리 펴기,전신 루틴 스트레칭,없음," 한발 앞으로 내밀고 앉았다 일어서기,  앉아서 밀기,  엎드려서 팔 다리 들기,  앉아서 다리 밀기","달리기,  옆으로 누워 버티기, 자전거타기,  팔굽혀펴기"
189,55,중,F,162.0,58.46,22.3,50대,정상체중,190,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  버피운동,  걷기,  엎드려 버티기"," 수영,  사다리 안팎 뛰기,  버피운동,  걷기"
190,55,하,F,161.0,55.0,21.2,50대,정상체중,191,유산소 운동 전 동적 루틴 스트레칭, 앉아서 밀기,전신 루틴 스트레칭,없음," 걷기,  팔꿈치 굽히기,  팔굽혀펴기,  한발 앞으로 내밀고 앉았다 일어서기","달리기,  서서 상체 일으키기, 윗몸올리기 ,  윗몸올리기 "
191,67,하,F,162.8,66.8,25.2,60대,1단계비만,239,걷기,엉덩이 스트레칭,자전거타기,없음," 자전거타기,  엉덩이 스트레칭,  대퇴사두근 스트레칭,  등/어깨 뒤쪽 스트레칭"," 대퇴사두근 스트레칭,  등/어깨 뒤쪽 스트레칭,  엉덩이 스트레칭,  자전거타기"
192,65,하,F,155.0,53.9,22.4,60대,정상체중,227,걷기,엉덩이 스트레칭,자전거타기,없음," 회전근개 스트레칭,  골반 스트레칭,  엉덩이 스트레칭,  목 스트레칭"," 회전근개 스트레칭,  엉덩이 스트레칭,  골반 스트레칭,  목 스트레칭"
193,21,하,M,180.0,72.0,22.2,20대,정상체중,80,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  걷기,  엎드려 버티기,  스텝퍼 옆으로 뛰어넘기"," 엎드려 버티기,  계단 뛰기,  걷기,  계단 올라갔다 내려오기"
194,20,하,M,173.0,61.4,20.5,20대,정상체중,80,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  계단 올라갔다 내려오기,  무릎 높여 제자리 달리기,  스텝퍼 옆으로 뛰어넘기"," 무릎 높여 제자리 달리기,  계단 올라갔다 내려오기,  엎드려 버티기,  걷기"
195,74,하,M,175.0,81.7,26.7,70대 이상,1단계비만,272,전신 루틴 스트레칭, 엎드려 양팔 및 다리 들어올리기,전신 루틴 스트레칭,없음," 벽에서 팔굽혀 펴기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  스텝박스,  서서 상체 일으키기"," 누워서 엉덩이 들어올리기,  스텝박스,  몸통 들어올리기,  의자 앞에서 앉았다 일어서기"
196,20,하,M,191.0,81.1,22.2,20대,정상체중,80,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 걷기,  엎드려 버티기,  계단 올라갔다 내려오기, 달리기"," 걷기,  엎드려 버티기,  계단 뛰기, 달리기"
197,18,하,F,155.8,44.0,18.1,10대,저체중,41, 팔꿈치 머리 뒤로 젖히기, 앉았다 일어나며 점프하기, 휴식자세," 정적 스트레칭  루틴프로그램, 팔꿈치 원 그리기,  온 몸 뻗어주기,  양발 벌려 무릎 밀어내기"," 맨몸운동  루틴프로그램, 팔꿈치 원 그리기,  전갈자세,  온 몸 뻗어주기"," 요가 및 필라테스  루틴프로그램,  팔 돌리며 점프하기,  사이드 지그재그 뛰기,  옆으로 팔 벌리며 점프하기"
198,15,하,M,173.2,65.7,21.9,10대,정상체중,44,걷기,달리기,전신 루틴 스트레칭,없음," 앉았다 일어서면서 점프하기,  계단 올라갔다 내려오기,  무릎 높여 제자리 달리기,  걷기"," 줄넘기,  계단 뛰기,  무릎 높여 제자리 달리기,  걷기"
199,17,하,F,164.4,57.8,21.4,10대,정상체중,47,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  계단 뛰기,  수영,  버피운동","달리기,  버피운동,  수영,  앉았다 일어서면서 점프하기"
200,15,하,F,161.6,61.2,23.4,10대,비만전단계,53,유산소 운동 전 동적 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음," 자전거타기,  몸통 들어올리기,  앉아서 밀기,  앉아서 뒤로 당기기"," 바벨들어올리기,  누워서 다리 들어올리기, 걷기,  계단 올라갔다 내려오기"
201,17,중,M,164.6,51.5,19.0,10대,정상체중,43, 팔 벌려 뛰기, 볼 잡고 점프하기,걷기," 동적 스트레칭 루틴프로그램, 달리기"," 사다리 이용 루틴 운동,  버피운동,  뒤꿈치 높이들어 뛰기,  순간반응 콘 찍기","걷기,  저항밴드 운동  루틴프로그램,  정적 스트레칭  루틴프로그램,  버피운동"
202,17,하,F,151.9,45.6,19.8,10대,정상체중,47,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 수영,  앉았다 일어서면서 점프하기,  계단 올라갔다 내려오기, 달리기"," 계단 올라갔다 내려오기,  앉았다 일어서면서 점프하기,  버피운동,  수영"
203,13,하,M,151.0,49.2,21.6,10대,정상체중,44,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  계단 뛰기,  걷기,  줄넘기"," 계단 올라갔다 내려오기,  앉았다 일어서면서 점프하기,  계단 뛰기,  줄넘기"
204,60,하,F,156.8,59.6,24.2,60대,비만전단계,233,걷기,엉덩이 스트레칭,자전거타기,없음," 엉덩이 스트레칭,  목 스트레칭,  등/어깨 뒤쪽 스트레칭,  골반 스트레칭"," 목 스트레칭,  등/어깨 뒤쪽 스트레칭,  골반 스트레칭,  엉덩이 스트레칭"
205,68,하,F,153.5,72.2,30.6,60대,2단계비만,245, 허리 스트레칭, 수건 이용하여 장딴지 늘리기, 가슴 스트레칭," 엉덩이 스트레칭,  깍지 끼고 상체 숙이기, 목 스트레칭,  가슴/어깨 앞쪽 스트레칭"," 대퇴사두근 스트레칭,  등/어깨 뒤쪽 스트레칭,  엉덩이 스트레칭,  넙다리 스트레칭"," 가슴/어깨 앞쪽 스트레칭,  깍지 끼고 상체 숙이기, 누워서 전신 뻗기,  엉덩이 스트레칭"
206,63,하,F,162.7,56.6,21.4,60대,정상체중,227,걷기, 엉덩이 스트레칭,자전거타기,없음," 목 스트레칭,  골반 스트레칭, 엉덩이 스트레칭,  회전근개 스트레칭"," 목 스트레칭,  회전근개 스트레칭,  골반 스트레칭, 엉덩이 스트레칭"
207,56,중,F,155.7,52.16,21.5,50대,정상체중,190,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 줄넘기,  엎드려 버티기, 달리기,  사다리 안팎 뛰기"," 버피운동,  사다리 안팎 뛰기,  줄넘기,  수영"
208,52,하,F,160.5,70.88,27.5,50대,1단계비만,203,걷기,달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  계단 뛰기,  걷기,  달리기"," 무릎 높여 제자리 달리기,  달리기,  계단 뛰기,  걷기"
209,69,하,M,171.8,73.36,24.9,60대,비만전단계,230,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  줄넘기,  걷기,  수영"," 줄넘기, 달리기,  수영,  걷기"
210,24,하,F,159.5,43.5,17.1,20대,저체중,77,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 걷기,  사다리 안팎 뛰기, 달리기,  계단 뛰기"," 걷기,  옆으로 누워 버티기, 달리기,  앉았다 일어서기"
211,71,하,F,156.9,56.32,22.9,70대 이상,정상체중,263,전신 루틴 스트레칭,윗몸올리기 ,전신 루틴 스트레칭,없음," 자전거타기,  걷기,  앉았다 일어서기,  스텝박스"," 걷기,  윗몸올리기 ,  짐볼에서 엉덩이 돌리기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기"
212,58,하,M,164.6,74.66,27.6,50대,1단계비만,200,유산소 운동 전 동적 루틴 스트레칭, 자전거타기,전신 루틴 스트레칭,없음," 엎드려서 팔 다리 들기,  윗몸올리기 ,  엎드려 버티기,  앉아서 다리 밀기"," 서서 상체 일으키기,  누워서 밀기,  네발기기 자세로 팔 다리 들기,  뒤꿈치 들기"
213,68,중,F,160.2,63.0,24.5,60대,비만전단계,232,목 스트레칭, 물병 들고 한발 앞으로 내밀고 앉았다 일어서기,엉덩이 스트레칭," 골반 스트레칭,  어깨 양 옆으로 돌리기,  어깨 뒤쪽 스트레칭,  배 스트레칭"," 골반 스트레칭,  앉아서 다리 밀기 ,  밴드 머리 뒤로 들어올리기,  밴드 걸고 누워서 다리 들어올리기","몸통 들어올리기, 달리기,  앉아서 다리 밀기 ,  상지 루틴 스트레칭"
214,25,하,F,161.0,60.0,23.1,20대,비만전단계,89,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 팔굽혀펴기,  사다리 옆으로 발 옮기기,  수영,  계단 뛰기"," 수영,  사다리 옆으로 발 옮기기,  걷기, 달리기"
215,75,중,F,140.0,45.7,23.3,70대 이상,비만전단계,268,깍지 끼고 상체 숙이기,몸통 들어올리기,양팔 벌려 전신 비틀기," 허리 스트레칭, 목 스트레칭,  회전근개 스트레칭, 깍지 끼고 상체 숙이기","깍지 끼고 상체 숙이기,  스텝박스 오르내리기 ,  덤벨 잡고 뒤꿈치 들기, 누워서 전신 뻗기"," 좌우 찍기,  의자 잡고 서기,  회전근개 스트레칭,  밴드 걸고 누워서 다리 들어올리기"
216,63,하,M,166.3,61.1,22.1,60대,정상체중,224,전신 루틴 스트레칭, 벽에서 팔굽혀 펴기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 엎드려 양팔 및 다리 들어올리기,  벽에서 팔굽혀 펴기, 윗몸올리기 ,  팔꿈치 굽히기"," 몸통 들어올리기,  줄넘기,  계단 올라갔다 내려오기,  유산소 운동 전 동적 루틴 스트레칭"
217,49,하,F,166.5,56.9,20.5,40대,정상체중,155,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기, 달리기,  줄넘기,  사다리 안팎 뛰기","달리기,  걷기,  사다리 안팎 뛰기,  버피운동"
218,74,하,F,150.5,76.3,33.7,70대 이상,2단계비만,281,걷기,엉덩이 스트레칭,자전거타기,없음," 목 스트레칭,  공 잡고 들어올리기,  자전거타기,  엉덩이 스트레칭"," 공 잡고 들어올리기,  목 스트레칭,  자전거타기,  엉덩이 스트레칭"
219,46,상,F,159.4,57.0,22.4,40대,정상체중,153,전신 루틴 스트레칭, 수영, 상지 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 엎드려 버티기,  앉았다 일어서기,  계단 뛰기,  유산소 운동 전 동적 루틴 스트레칭","하지 루틴 스트레칭,  자가근막이완술 루틴 스트레칭,  유산소 운동 전 동적 루틴 스트레칭, 저항밴드 운동  루틴프로그램"
220,51,중,M,170.0,67.6,23.4,50대,비만전단계,193,유산소 운동 전 동적 루틴 스트레칭, 앉아서 다리 펴기,전신 루틴 스트레칭,없음,"윗몸올리기 ,  누워서 밀기,  계단 올라갔다 내려오기,  수영"," 바벨들어올리기,  윗몸올리기 ,  계단 올라갔다 내려오기,  앉아서 다리 펴기"
221,70,중,M,163.6,59.9,22.4,70대 이상,정상체중,259,전신 루틴 스트레칭, 벽에서 팔굽혀 펴기,전신 루틴 스트레칭,없음," 윗몸올리기 ,  자전거타기, 윗몸올리기 ,  앉아서 다리 밀기 "," 앉아서 다리 밀기 ,  짐볼 이용해 앉았다 일어서기,  스텝박스,  수영"
222,67,중,F,152.0,57.8,25.0,60대,1단계비만,238, 엉덩이 스트레칭,걷기,가슴/어깨 스트레칭," 넙다리 스트레칭,  어깨 뒤쪽 스트레칭,  목 스트레칭,  배 스트레칭"," 자전거타기, 아래 팔 스트레칭,  대퇴사두근 스트레칭,  어깨 스트레칭"," 대퇴사두근 스트레칭,  어깨 뒤쪽 스트레칭,  넙다리 스트레칭,  허리 스트레칭"
223,66,하,F,157.0,47.9,19.4,60대,정상체중,227,걷기,엉덩이 스트레칭,자전거타기,없음," 목 스트레칭,  골반 스트레칭,  회전근개 스트레칭,  엉덩이 스트레칭"," 골반 스트레칭,  목 스트레칭,  엉덩이 스트레칭,  회전근개 스트레칭"
224,56,하,F,158.0,58.2,23.3,50대,비만전단계,197,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  걷기,  줄넘기,  달리기"," 사다리 옆으로 발 옮기기,  줄넘기,  달리기,  걷기"
225,54,하,F,157.0,56.7,23.0,50대,비만전단계,197,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 사다리 옆으로 발 옮기기,  계단 뛰기,  걷기,  줄넘기"," 걷기,  달리기,  줄넘기,  계단 뛰기"
